Organization/Person Name,Description,Organization/Person Name URL,Specific VC Binary
Sherry Coutu,Sherry Coutu currently works as an Independent Non Executive Director for Pearson. She previously worked at superpower as a Director. Sherry...,https://www.crunchbase.com/person/sherry-coutu,
IPM Group,"IPM Group is an investment firm that offers a vast range of financial advisory, investment management, and family office services.",https://www.crunchbase.com/organization/ipm-group,
Greg Marsh,"Before joining Index as an Associate in 2006, Greg spent four years with GF-X (acquired by Descartes), a technology start-up which built the...",https://www.crunchbase.com/person/greg-marsh,
Sameer Singh,"Network Effects Investor, Partner @ Speedinvest, Instructor @ Reforge",https://www.crunchbase.com/person/sameer-singh-f9a2,
Cristóbal Conde,"Cristobal is an active investor in early-stage companies, and a senior member of the Partnership for NYC’s FinTech incubator for software co...",https://www.crunchbase.com/person/cristbal-conde,
Andrew Izyumov,Andrew Izyumov,https://www.crunchbase.com/person/andrey-izyumov-3f8a,
Elad Kushnir,Elad Kushnir,https://www.crunchbase.com/person/elad-kushnir,
Felipe Navio,Cofounder and Co-CEO of jobandtalent.,https://www.crunchbase.com/person/felipe-navio,
Ahmet Bilgen,Ahmet Bilgen Turkish Cypriot entrepreneur and angele investor.  He lives in Famagusta-North Cyprus. He finished primary school and high Scho...,https://www.crunchbase.com/person/ahmet-bilgen,
Alan Morgan,Alan co-founded MMC Ventures in 2000. As an active business angel investor he saw the opportunity for a more structured strategic and due di...,https://www.crunchbase.com/person/alan-morgan,
Lea-Sophie Cramer,"Lea-Sophie Cramer (born April 16, 1987 in Berlin , Germany ) is a German entrepreneur . She founded in 2013 together with Sebastian Pollok, ...",https://www.crunchbase.com/person/lea-sophie-cramer,
Sunil Paul,Sunil Paul is CEO of Spring Free EV and Founder at Spring Ventures.,https://www.crunchbase.com/person/sunil-paul,
Recruitment Entrepreneur,Recruitment Entrepreneur is the world’s most exciting investor in early to mid-size recruitment start-ups.,https://www.crunchbase.com/organization/recruitment-entrepreneur,
Robert Gentz,Robert Gentz is the Co-CEO & Co-Founder of Zalando SE. He previously worked at Unibicate as a CEO. Robert Gentz attended WHU – Otto Beisheim...,https://www.crunchbase.com/person/robert-gentz,
Sinan Güler,Sinan Güler is a Co-Founder at Guler Legacy. He attended Carroll College.,https://www.crunchbase.com/person/sinan-gler,
Spinach Angels,Spinach is a group of angel investors focused on Israeli ​Pre-Seed tech ​investments.,https://www.crunchbase.com/organization/spinach-angels,
Adam Wiggins,Adam Wiggins is the Co-Founder and Partner at MuseApp.,https://www.crunchbase.com/person/adam-wiggins,
Grocery Accelerator,Grocery Accelerator mentor and invest in early stage UK food & drink start-ups.,https://www.crunchbase.com/organization/grocery-accelerator,
Julius Koehler,Julius Koehler is the Co-Founder and Managing Director of Sennder.  He was the Head of Sales at Styla and Senior Director of Business Develo...,https://www.crunchbase.com/person/julius-koehler,
LEAD,LEAD our objective is to accelerate the development of start-ups by providing idea bringers and entrepreneurs.,https://www.crunchbase.com/organization/lead-2,
Patrick Pichette,"Patrick Pichette currently Board Member at LightSpeed and Twitter. He is a former Google's chief financial officer, where he started in June...",https://www.crunchbase.com/person/patrick-pichette,
Juha Paananen,Juha Paananen - CEO & Co-Founder @ Soba,https://www.crunchbase.com/person/juha-paananen,
Family & Friends,Early Stage Investors,https://www.crunchbase.com/organization/family-friends,
Mark Britto,"With over 20 years as an entrepreneur, sales and financial services executive, Mark Britto is responsible for making BOKU the leading mobile...",https://www.crunchbase.com/person/mark-britto,
Stanley Fink,"Lord Stanley Fink is the Chairman of the Board at BPX. He is a senior, well-known and accomplished financial services professional, with a l...",https://www.crunchbase.com/person/stanley-fink,
Kyle Parrish,Kyle Parrish is the VP Sales at Mixmax. He attended Santa Clara University.,https://www.crunchbase.com/person/kyle-parrish,
Michelle Kennedy,Michelle joined Badoo originally as lead counsel over 4 years ago. Prior to joining Badoo she was a successful corporate lawyer at leading i...,https://www.crunchbase.com/person/michelle-kennedy,
Expansinvest,Expansinvest is a French investment capital fund specializing in new technology companies.,https://www.crunchbase.com/organization/expansinvest,
Kintxo Cortés,Kintxo Cortés is the Head of Expansion at Gigs.com,https://www.crunchbase.com/person/kintxo-corts,
Udo Schloemer,Udo Schloemer is the Managing Director at Viva Forever. Udo Schloemer founded his first company in 1992 and realized € 500 million project v...,https://www.crunchbase.com/person/udo-schloemer,
Jun Capital,Jun Capital provides an investment management service.,https://www.crunchbase.com/organization/jun-capital,
Marc Simoncini,"Marc Simoncini is the CEO, Co-Founder and Owner of Jaina Capital. He previously worked at MEETIC as a Founder, Owner and Ex-CEO. Marc Simonc...",https://www.crunchbase.com/person/marc-simoncini-7ee1,
HackFwd,"HackFwd isGermany based accelerator that invested in the communication, networking and software sectors.",https://www.crunchbase.com/organization/hackfwd,
Star Power Partners,"Star Power Partners is a mentorship-driven, startup accelerator and seed fund based in Boulder, Colorado.",https://www.crunchbase.com/organization/star-power-partners-llc,
Feliks Eyser,Feliks Eyser is the founding partner of JETPACK.,https://www.crunchbase.com/person/feliks-eyser-24cf,
Toon Coppens,"Toon Coppens (Belgium, 1981), graduated as a Master of Science in Informatics at the University of Ghent. In june 2000, during his first ...",https://www.crunchbase.com/person/toon-coppens,
Thomas Madsen-Mygdal,"Thomas Madsen-Mygdal is a Danish designer, entrepreneur and activist behind companies like Mondo, 23, Podio and the reboot festival.",https://www.crunchbase.com/person/thomas-madsen-mygdal,
Denis Lafont-Trévisan,"Denis Lafont-Trevisan is an entrepreneur and angel investor in Software and Spacetech related companies.  2 IPOs, 1 chapter 11, 4 exits.  Ou...",https://www.crunchbase.com/person/denis-lafont-trevisan,
NCI Waterstart,NCI Waterstart is a 40M€ Accelerator Fund and investment Firm.,https://www.crunchbase.com/organization/nci-waterstart,
Alfred Luger,Alfred Luger,https://www.crunchbase.com/person/alfred-luger,
Sir Terry Leahy,"Sir Terry Leahy joined Cheshunt, England-based Tesco in 1979 and held marketing positions at the retailer before becoming commercial directo...",https://www.crunchbase.com/person/sir-terry-leahy,
Mirko Novakovic,CEO at Dash0 Angel Investor at New Forge,https://www.crunchbase.com/person/mirko-novakovic,
Vu Tran,"Co-founder of Go1.com. YC  Summer 2015.  Interested in all things tech, education and healthcare. Medical Doctor, MBBS, FRACGP.",https://www.crunchbase.com/person/vu-tran-2,
Daniel Pilotti,Daniel Pilotti is the Founder of Your Special Delivery Service and Ryska Posten.,https://www.crunchbase.com/person/daniel-pilotti,
Gabriel Jarrosson,"Gabriel Jarrosson created his first website at 13, then sold his first startup at 25. Serial entrepreneur and investor in more than 100 star...",https://www.crunchbase.com/person/gabriel-jarrosson,
Felix Ruiz Hernandez,"Félix Ruiz, founder of Tuenti and president of Jobandtalent. He has invested in startups Jobandtalent, Syltek, Vitcord, Fudeat, Glovo or Dep...",https://www.crunchbase.com/person/felix-ruiz,
Lawrence Leuschner,Lawrence Leuschner is the CEO & Co-Founder at TIER Mobility.,https://www.crunchbase.com/person/lawrence-leuschner,
Anonymous  ,Anonymous  ,https://www.crunchbase.com/person/michael-liou,
imec,Research center in nanoelectronics,https://www.crunchbase.com/organization/imec,
Allied Irish Banks,Allied Irish Bank serves the needs of medium to large-sized businesses focused on providing real value to every one of their customers.,https://www.crunchbase.com/organization/allied-irish-banks,
Stephen Industries,"Stephen Industries is a family owned Finnish company, which place value in technology and innovations.",https://www.crunchbase.com/organization/stephen-industries,
CMA CGM,"CMA CGM is a shipping company that ships fleets, containers, and cargo.",https://www.crunchbase.com/organization/cma-cgm,
VentureBuilders Capital,VentureBuilders Capital is an operational VC that backs founders with capital.,https://www.crunchbase.com/organization/venturebuilders-capital-partners,
Koen Bok,CEO at Framer,https://www.crunchbase.com/person/koen-bok,
NFT Tech,"NFT Tech is the first technology company to bridge the gap between traditional capital markets, NFTs and the metaverse.",https://www.crunchbase.com/organization/nft-technologies,
Prasanna Sankar,Prasanna Sankar is a Co-Founder and Chief Technology Officer at Rippling.,https://www.crunchbase.com/person/prasanna-sankar,
Matmut,Matmut is a financial company that offers a full range of property and personal insurance products and financial services.,https://www.crunchbase.com/organization/matmut,
Avishai Abrahami,"Avishai Abrahami is our Co-Founder, has served as our Chief Executive Officer since September 2010 and was our Co-Chief Executive Officer an...",https://www.crunchbase.com/person/avishai-abrahami,
UNDP,"UNDP is an active United Nations program that focuses on poverty eradication, crisis prevention, and social development.",https://www.crunchbase.com/organization/undp,
Job van der Voort,Job van der Voort is the Co-founder and CEO of Remote. He previously worked at GitLab as a VP of Product. Job van der Voort attended the Uni...,https://www.crunchbase.com/person/job-van-der-voort,
COREangels,Angel Funds Around the World,https://www.crunchbase.com/organization/coreangels,
SGPA,"SGPA is a non-public equity firm that offers information technology for business products, and various services sectors.",https://www.crunchbase.com/organization/sgpa,
Activa Capital,"Activa Capital is an independent private equity company, wholly-owned by its five Partners.",https://www.crunchbase.com/organization/activa-capital,
Akin Babayigit,"Akin Babayigit is currently a co-founder of Tripledot Studios, a mobile games studio based in London. Before starting Tripledot, Akin was an...",https://www.crunchbase.com/person/akin-babayigit,
Risto Siilasmaa,Risto Siilasmaa is the Founder at F-Secure. Risto Siilasmaa attended Aalto University.,https://www.crunchbase.com/person/risto-siilasmaa,
Chicago Booth Angels,"Chicago Booth Angels is disrupting an age-old paradigm of angel investing by creating a global, trusted network of domain experts,",https://www.crunchbase.com/organization/chicago-angels-network,
Justin Hamilton,"Justin Hamilton is Founder, CEO at Clutterbot.",https://www.crunchbase.com/person/justin-hamilton-bd90,
Rinkelberg Capital,Rinkelberg Capital is an investment office that helps entrepreneurs to grow their business.,https://www.crunchbase.com/organization/rinkelberg-capital,
WE International,"WE International is a financial firm that provides an array of loans, funding, acquisition, and investment services.",https://www.crunchbase.com/organization/we-international,
Bertrand Diard,"A serial entrepreneur with deep international experience, Bertrand Diard is the co-founder of Syroco, the next generation innovation lab tha...",https://www.crunchbase.com/person/bertrand-diard,
Mike Lee,"Mike Lee is Co-Founder of MyFitnessPal, the leading free resource helping people improve their health.  Prior to founding MyFitnessPal, M...",https://www.crunchbase.com/person/mike-lee-6,
Falcon Network,Falcon Network is a group of emerging markets-based angel investors.,https://www.crunchbase.com/organization/falcon-network,
Superseed Ventures,"Superseed Ventures is a venture capital fund and venture studio focused on investing, scaling and building trade tech startups.",https://www.crunchbase.com/organization/superseed-ventures,
QuarterMoore,Our mission is to build and invest in companies that have the ability to transform industries while contributing to social innovation.,https://www.crunchbase.com/organization/quartermoore,
Khaled Helioui,"Khaled Helioui is a Partner at Plural, an early stage investment firm founded & led by entrepreneurs. We invest serious time & early stage v...",https://www.crunchbase.com/person/khaled-helioui,
Abe Burns,Abe Burns was a former Partner at A-Grade Investments.,https://www.crunchbase.com/person/abe-burns,
Kahlil Lalji,"I'm a startup founder, designer, angel investor, and triathlete. Reach me at kahlil@bykahlil.com",https://www.crunchbase.com/person/kahlil-lalji,
AWS Activate,"AWS Activate, the leading startup program, helping you bring your idea to market - backed by the most trusted cloud platform.",https://www.crunchbase.com/organization/aws-activate-ec0d,
Pinto Ventures,Pinto Ventures is a seed capital and company-building private fund.,https://www.crunchbase.com/organization/pinto-ventures,
Baptiste Hamel,Baptist Hamel is the Cofounder of III Financements. he attended University of Cergy-Pontoise in 2008.,https://www.crunchbase.com/person/baptist-hamel,
KU Leuven,"Founded in 1425, the multidisciplinary and research-driven University of Leuven has been a centre of learning for almost six centuries.",https://www.crunchbase.com/organization/university-of-leuven,
Alexandre Berriche,"Alexandre Berriche is currently the CEO of Fleet, a startup which simplifies the access, management and a sustainable renewal of computers f...",https://www.crunchbase.com/person/alexandre-berriche,
Fast Forward,"Fast Forward is providing funding, training, mentorship, and community for tech startups",https://www.crunchbase.com/organization/fast-forward,
Ukraine-Moldova American Enterprise Fund,UMAEF is a regional fund specializing in investments in small and medium-sized companies,https://www.crunchbase.com/organization/ukraine-moldova-american-enterprise-fund,
Ronnie Screwvala,Ronnie Screwvala is the Chairperson and Co-Founder of UpGrad. He previously worked at UTV as a Founder. Ronnie Screwvala attended Sydenham C...,https://www.crunchbase.com/person/ronnie-screwvala,
Esor Investments,Venture Capital Investment firm founded in Frankfurt am Main in Germany,https://www.crunchbase.com/organization/esor-investments,
Zack Kanter,Zack Kanter - Founder & CEO @ Stedi,https://www.crunchbase.com/person/zack-kanter,
Steph Korey Goodwin,"Steph Korey Goodwin is a serial entrepreneur and investor. She recently co-founded Charmspring, a developmental children's brand focused on ...",https://www.crunchbase.com/person/steph-korey-goodwin,
Re-sources Capital,Re-sources Capital is a player in entrepreneurial and independent investment capital.,https://www.crunchbase.com/organization/re-sources-capital,
Hemex,Hemex AG helps its clients to develop pharmaceuticals and medical devices.,https://www.crunchbase.com/organization/hemex,
Grouport Ventures,Investment Fund  focusing on early stage projects with the opportunity of hands-on engaged investor approach.,https://www.crunchbase.com/organization/grouport-ventures,
Cinco Capital,Cinco Capital is an independent investment company.,https://www.crunchbase.com/organization/cinco-capital,
Origin Capital,Origin Capital provides a real alternative to traditional funding options in the Irish commercial real estate market.,https://www.crunchbase.com/organization/origins-capital,
VTB Bank,"VTB Bank is a financial services company providing various banking products and services to individuals, corporate, and small businesses.",https://www.crunchbase.com/organization/vtb-bank,
Tigerlabs,"Tigerlabs is a seed fund, hackspace and entrepreneurship center focusing on collaboration, mentorship and investment.",https://www.crunchbase.com/organization/tigerlabs,
Romain Peugeot,"Romain Peugeot, is a Private Markets Investor and Operator since 2012. He is Managing Director at EiM Capital, a Pan-European mid-market inv...",https://www.crunchbase.com/person/romain-peugeot,
Sergei Kovalev,"entrepreneur, innovator, fundraiser, is an investor in blockchain​, fintech, ""Web3"", biotechnology and artificial intelligence, raising capi...",https://www.crunchbase.com/person/sergei-kovalev-3cb5,
Andreas Kupke,Andreas Kupke is the COO at Finanzcheck.de.,https://www.crunchbase.com/person/andreas-kupke,
ARM Labs Lagos Techstars Accelerator,The ARM Labs Lagos Techstars Accelerator Program invests in early-stage fintech and proptech companies.,https://www.crunchbase.com/organization/arm-labs-lagos-techstars-accelerator,
Paul Wicks,"Paul Wicks, Ph.D., is a strategic advisor and independent consultant who helps digital health and life science companies turn data into evid...",https://www.crunchbase.com/person/paul-wicks-2,
Mindfull Investors,Mindfull Investors is a venture capital fund investing in businesses focused on financial success and positively impacting our health.,https://www.crunchbase.com/organization/mindful-investors,
Benedikt Franke,Benedikt Franke is the co-founder of Helpling.,https://www.crunchbase.com/person/benedikt-franke,
Loic Le Meur,Loic Le Meur - Founder & CEO @ Leade.rs,https://www.crunchbase.com/person/loic-le-meur,
b-ventures,"Owned by DOCOMO Digital, b-ventures is a startup acceleration program which supports and develops the next generation of mobile innovators.",https://www.crunchbase.com/organization/bventures,
Annection,Annection is a research driven seed investor and innovator.,https://www.crunchbase.com/organization/annection,
David Nothacker,David Nothacker is the Co-Founder & CEO at Sennder.,https://www.crunchbase.com/person/david-nothacker,
Robert Maier,Robert Maier is a Business Angel at Saarbrücker21 and an investor at various companies. Robert was a Founder and Managing Director at Visual...,https://www.crunchbase.com/person/robert-maier,
Logan Capital AG,"Logan Capital AG, previously Mountain Super Angel, helps business leaders in all of these areas.",https://www.crunchbase.com/organization/logan-capital-ag,
Eric Nadalin,Eric Nadalin has entrepreneurship experiences in both the payments and telecoms spaces for over 20+ years. He cofounded Nexmo and worked as ...,https://www.crunchbase.com/person/eric-nadalin,
Stefan George,Stefan George - Co-Founder & CTO @ Gnosis,https://www.crunchbase.com/person/stefan-george,
IKEA Bootcamp,A pilot-focused program for IKEA and startups to explore a better everyday life for the many people.,https://www.crunchbase.com/organization/ikea-bootcamp,
Damien Lane,"Damien Lane has spent the last 20 years investing in private companies, both in Private Equity where he was a partner with Electra Partners,...",https://www.crunchbase.com/person/damien-lane,
Fashion Technology Accelerator Milan,Fashion Technology Accelerator is an accelerator for startups in the intersection between fashion and technology.,https://www.crunchbase.com/organization/fashion-technology-accelerator,
Marten Mickos,"Marten Mickos is the CEO of HackerOne, Inc. the leading vulnerability coordination and bug bounty platform.  Previously Marten was the CEO o...",https://www.crunchbase.com/person/marten-mickos,
Morten Lund,Morten Lund is the Chairman and Co-Founder of Elleville. He previously worked at Poshtel International as a CEO and Co-Founder. Morten Lund ...,https://www.crunchbase.com/person/morten-lund,
Tamares,"Tamares, a private investment group with significant interests in real estate, technology, manufacturing, leisure and media.",https://www.crunchbase.com/organization/tamares,
Ariel Luedi,Ariel Luedi is a Founder at Hammer Team - Growth Accelerator. He attended the ETH Zurich.,https://www.crunchbase.com/person/ariel-luedi,
Grant Miller,Grant Miller is the Founder and CEO of Replicated. He attended the University of Cincinnati.,https://www.crunchbase.com/person/grant-miller,
Lepe Partners,"Lepe Partners is an independent merchant bank focused on the media, consumer and technology sectors.",https://www.crunchbase.com/organization/lepe-partners,
Anne Lemcke,Anne Lemcke is the Co-Founder and Managing Director of Ankerkraut. She attended  Box Hill Institute.,https://www.crunchbase.com/person/anne-lemcke,
Bertrand Jelensperger,Bertrand Jelensperger is the Co-Founder and Advisory Board at TheFork.,https://www.crunchbase.com/person/bertrand-jelensperger,
Steve Pankhurst,Steve Pankhurst,https://www.crunchbase.com/person/steve-pankhurst,
RSV Venture Partners,RSV Venture Partners is an early stage venture fund and a mentorship-driven startup incubator.,https://www.crunchbase.com/organization/rsv-venture-partners,
Région Ile-de-France,Région Ile-de-France is a major business and techno hub in Europe.,https://www.crunchbase.com/organization/région-ile-de-france,
Stefan Lemcke,Stefan Lemcke is the Founder & Chief Executive Officer of Ankerkraut.,https://www.crunchbase.com/person/stefan-lemcke,
IQbility,"IQbility is a corporate business incubator offering high quality mentorship,angel funding and business networks to high potential startups.",https://www.crunchbase.com/organization/iqbility,
Oli Farago,Oli Farago  Founder & CEO at Coyote Software. He attended Culford School during 1996-2002.,https://www.crunchbase.com/person/oli-farago,
Julien Romanetto,Jlien Romanettois the Co-Founder and Product at Arianee. Julien Romanetto attended Université Paris-Est Créteil (UPEC)l.,https://www.crunchbase.com/person/julien-romanetto,
Rene De Jong,René is an independent adviser and businessman working with Equiteq in Spain in the consulting and IT services sectors. He draws on his exte...,https://www.crunchbase.com/person/rene-de-jong,
Cédric Delorme,"Business angel investing with impact in Foodtech, Winetech, Insuretech and Fintech",https://www.crunchbase.com/person/cédric-delorme,
Catherine Lenson,"Catherine is an investor, board director and executive coach. She is based in London and works globally. She is an experienced internationa...",https://www.crunchbase.com/person/catherine-lenson-d350,
Paul Walton,Paul Walton is the Founder and CTO of Boundary.,https://www.crunchbase.com/person/paul-walton,
Alain Garnier,Alain Garnier - CEO @ Jamespot,https://www.crunchbase.com/person/alain-garnier,
Edastra Venture Capital,Edastra Venture Capital is a Stockholm-based private investment company that serves companies focused on mobile internet products.,https://www.crunchbase.com/organization/edastra-venture-capital,
Jonathan Benhamou,"Jonathan Benhamou Co-Founder & Co-CEO at Resilience Care, Jonathan helps other young innovative companies and technology start-ups as a memb...",https://www.crunchbase.com/person/jonathan-benhamou,
Tim Ringel,Tim Ringel is a Global CEO at Meet The People. He attended the University of Duisburg-Essen from 1996 to 2001.,https://www.crunchbase.com/person/tim-ringel,
Didac Lee,"Prior to founding Galdana Ventures, Didac has been an entrepreneur for more than 20 years, funding more than 15 tech companies (among others...",https://www.crunchbase.com/person/didac-lee,
Y Combinator,Y Combinator is a startup accelerator that invests in a wide range of startups.,https://www.crunchbase.com/organization/y-combinator,
EASME,EASME is a European Union agency that supports small and medium-sized enterprises and manages projects in various sectors.,https://www.crunchbase.com/organization/easme,
MassChallenge,MassChallenge is a global non-profit organization that supports startups through accelerator programs.,https://www.crunchbase.com/organization/masschallenge,
Bpifrance,Bpifrance provides financial solutions for companies that are booting up the listing on the stock exchange and credit equity.,https://www.crunchbase.com/organization/bpifrance,
Venture Kick,"Venture Kick is a private, philanthropic initiative that provides pre-seed funding to entrepreneurs from Swiss universities.",https://www.crunchbase.com/organization/venturekick,
Start-Up Chile,Start-Up is a public startup accelerator created by the Chilean Government for global entrepreneurs to bootstrap their startups.,https://www.crunchbase.com/organization/start-up-chile,
HTGF (High-Tech Gruenderfonds),HTGF is a financial services company that specializes in investments and financing for various sectors.,https://www.crunchbase.com/organization/high-tech-gründerfonds,
Enterprise Ireland,Enterprise Ireland is the government agency responsible for the development and promotion of the indigenous business sector.,https://www.crunchbase.com/organization/enterprise-ireland,
Kima Ventures,"Kima Ventures promotes the growth of startups, supporting them in the fastest and most effective ways.",https://www.crunchbase.com/organization/kima-ventures,
Hesham Zreik,Hesham Zreik is the CEO of FasterCapital. He previously worked at DreamApps as a Project Manager. Hesham attended the University of Westmins...,https://www.crunchbase.com/person/hesham-zreik,
SFC Capital,Early-stage investor combining its own angel syndicate & seed funds to provide investors with diversified exposure to SEIS/EIS businesses.,https://www.crunchbase.com/organization/startup-funding-club,
Technology Development Fund,The Technology Development Fund is Iceland’s most active early stage financier of research and development projects and startups.,https://www.crunchbase.com/organization/technologydevelopmentfund,
HAX,HAX is SOSV's venture program for Hard Tech,https://www.crunchbase.com/organization/hax-accelerator,
Startupbootcamp,Startupbootcamp is a global network of industry-focused startup accelerators that provides investment and mentorship services.,https://www.crunchbase.com/organization/startupbootcamp,
AGORANOV,Agoranov is a public Science & Tech incubator based in Paris.,https://www.crunchbase.com/organization/agoranov,
Idinvest Partners,Idinvest Partners is a pan-European private equity manager focused on the low and middle market segments.,https://www.crunchbase.com/organization/idinvest-partners,
Bashar Hamood,Bashar Hamood is a Venture Partner at FasterCapital. He previously worked as an Associate Director at Logica. He attended Heriot-Watt Univer...,https://www.crunchbase.com/person/bashar-hamood,
Scottish Investment Bank,Scottish Investment Bank is a Glasgow-based venture capital subsidiary that invests in small- and medium-sized businesses.,https://www.crunchbase.com/organization/scottish-investment-bank,
Scottish Enterprise,"Scottish Enterprise is Scotland's main economic, enterprise, innovation and investment agency.",https://www.crunchbase.com/organization/scottish-enterprise,
EIC Accelerator,The EIC Accelerator is a Horizon Europe funding programme that provides assistance to start-ups and SMEs,https://www.crunchbase.com/organization/eic-accelerator,
Eurazeo,Eurazeo is a private equity and venture capital firm that invests in SMEs and manages a diversified portfolio of assets.,https://www.crunchbase.com/organization/eurazeo-com,
Fabrice Grinda,Fabrice Grinda is among the world’s leading Internet entrepreneurs and investors. He has over $300 million in exits and 150 angel investm...,https://www.crunchbase.com/person/fabrice-grinda,
European Commission,"The European Commission is an institution of the European Union, responsible for proposing legislation and implementing decisions.",https://www.crunchbase.com/organization/european-commission,
Microsoft Accelerator,Please see Microsoft ScaleUp for more information on scale-stage startups.,https://www.crunchbase.com/organization/microsoft-ventures,
WILCO,A unique KPI-driven acceleration program to reach your 1st million in turnover in 3 years,https://www.crunchbase.com/organization/scientipole-initiative,
NDRC,NDRC is a business that transforms entrepreneurial teams and ideas into startups with early investment and research help.,https://www.crunchbase.com/organization/ndrc,
ENISA,Public company that plays an active role in the funding of viable and innovative technology projects in Spain,https://www.crunchbase.com/organization/enisa-2,
DigitalHealth.London Accelerator,"The Accelerator aims to speed up development of digital innovations across health and care, and pioneer their adoption by the NHS.",https://www.crunchbase.com/organization/digitalhealth-london-accelerator,
Passion Capital,"Passion Capital is a London based pre-seed fund investing across AI, FinTech & RiskTech",https://www.crunchbase.com/organization/passion-capital,
Founder Friendly Labs,Founder Friendly Labs (FFL) is the equity-free startup accelerator for experienced professionals.,https://www.crunchbase.com/organization/ffl,
European Union,"European Union provides access to information published by all EU institutions, agencies and bodies.",https://www.crunchbase.com/organization/european-union,
Keiretsu Forum Northwest,"Keiretsu Forum Northwest is a Washington-based angel investor focused on early-stage technology, real estate, and medical device companies.",https://www.crunchbase.com/organization/keiretsu-forum-northwest,
Startmate,Startmate is the epicentre for startup ambition across Australia and New Zealand,https://www.crunchbase.com/organization/startmate,
Skandalaris Center for Interdisciplinary Innovation and Entrepreneurship,"Washington University's hub for startups, innovation, and entrepreneurship.",https://www.crunchbase.com/organization/skandalaris-center-for-interdisciplinary-innovation-and-entrepreneurship,
Fil Rouge Capital (FRC),Fil Rouge Capital (FRC) is a private investment company that invests in early stage businesses.,https://www.crunchbase.com/organization/fil-rouge-capital-frc,
Founders Factory,Founders Factory builds and funds startups together with exceptional entrepreneurs and the world's leading companies.,https://www.crunchbase.com/organization/founders-factory,
Microsoft for Startups,Microsoft for Startups provides cloud services and software to help startups grow faster.,https://www.crunchbase.com/organization/microsoft-for-startups,
Cambridge Angels group,"The Cambridge Angels are a group of high-net worth investors who have proven experience as successful entrepreneurs in internet, software,",https://www.crunchbase.com/organization/cambridge-angels-group,
Midven,"Midven is a specialist venture capital company providing investment to fast growing small and medium sized enterprises (SMEs), run by an",https://www.crunchbase.com/organization/midven,
BlueChilli,"BlueChilli helps founders build products, gain pilots, secure investment, and establish their first team.",https://www.crunchbase.com/organization/bluechilli-accelerator,
Xavier Niel,Xavier Niel is the Co-Founder and CEO of NJJ Capital. He previously worked at Worldnet as a Founder. Xavier Niel attended Saint Michel de Pi...,https://www.crunchbase.com/person/xavier-niel,
Accion Venture Lab,Accion Venture Lab is an investment initiative that provides startups with seed capital and support.,https://www.crunchbase.com/organization/venture-lab,
Max Levchin,Max Levchin is the Founder and CEO of Affirm. He previously worked at the Consumer Financial Protection Bureau as an Advisory Board Member. ...,https://www.crunchbase.com/person/max-levchin,
Newable Private Investing,Newable Ventures is a private investment group that connects early-stage investors with high-growth scale-up companies.,https://www.crunchbase.com/organization/newable-private-investing,
BoomStartup,BoomStartup is a Utah-based accelerator that provides seed funding and mentorship to tech entrepreneurs.,https://www.crunchbase.com/organization/boomstartup,
SeedBlink,SeedBlink is Europe’s all-in-one equity management and investment platform.,https://www.crunchbase.com/organization/seedblink,
Healthbox,Healthbox is a healthcare advisory firm that helps an organization develop their strategies and programs.,https://www.crunchbase.com/organization/healthbox,
Imperial Innovations,Imperial Innovations is a technology commercialization and venture capital investor that focuses on technology.,https://www.crunchbase.com/organization/imperial-innovations,
StartupYard,StartupYard is a seed accelerator that focuses on deep tech startups.,https://www.crunchbase.com/organization/startupyard,
Digital Magics,Digital Magics is a certified business Incubator in Italy,https://www.crunchbase.com/organization/digital-magics,
Peregrine Ventures,Peregrine Ventures is a venture capital fund for cross-stage investments.,https://www.crunchbase.com/organization/peregrine-ventures,
Angels Den,Angels Den is an angel-led crowdfunding platform.,https://www.crunchbase.com/organization/angels-den,
Imprimatur Capital Fund Management,Imprimatur Capital Fund Management is a seed stage VC firm that invests in tech start-ups based initially in the Baltic and Nordic region.,https://www.crunchbase.com/organization/imprimatur-capital,
Jeremy Yap,Jeremy is a full time angel from Singapore who invests across North America and Europe.,https://www.crunchbase.com/person/jeremy-yap,
Gary Vaynerchuk,Gary Vaynerchuk is the Chairman of VaynerX. He previously worked at Resy as a Co-Founder. Gary Vaynerchuk attended Mount Ida College.,https://www.crunchbase.com/person/gary-vaynerchuk,
Collider,Collider is a supercharging startups and accelerating brands dedicated to marketing and advertising tech startups.,https://www.crunchbase.com/organization/collider,
Eduardo Ronzano,Eduardo Ronzano is the Co-Founder and CEO of Kolet. He previously worked at The Bradery as a Pre-Seed Investor. Eduardo Ronzano attended ESC...,https://www.crunchbase.com/person/eduardo-ronzano,
Kelvin Capital,We invest venture capital in to globally ambitious companies which have the potential to deliver a significant return to our investors,https://www.crunchbase.com/organization/kelvin-capital,
Archangels,Archangel Informal Investments is a business angel syndicate that invests and mentors startups and early stage companies.,https://www.crunchbase.com/organization/archangel-informal-investments-limited,
Vayner/RSE,Vayner/RSE is a New York-based venture capital firm specialized in institutional financing and seed-stage investments.,https://www.crunchbase.com/organization/vayner-rse,
Saarbruecker 21,"Saarbruecker21 invest in young startups, either individually or collectively as a group.",https://www.crunchbase.com/organization/saarbruecker-21,
Paca Investissement,Paca Investissement is an investment and finance company that specializes providing investment services for startups.,https://www.crunchbase.com/organization/paca-investissement,
