Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary,pred_label
Maia Venture,Maia Venture is an investment firm.,https://www.crunchbase.com/organization/maia-venture,,0
Blue Goose Capital,"Blue Goose Capital is Investing in biopharma, data, and device companies.",https://www.crunchbase.com/organization/blue-goose-capital,,1
FStage,From pre-seed to seed with mentors,https://www.crunchbase.com/organization/fstage,,0
Flow Ventures,Flow Ventures is a venture capital firm that focuses on investments in the ocean industries.,https://www.crunchbase.com/organization/flow-ventures-c2ab,,1
Greiner Innoventures,"Greiner Innoventures develops products and markets, business areas, technologies, procedures, approaches, and processes.",https://www.crunchbase.com/organization/greiner-innoventures,,0
Up Strategy Lab,"Strategy Consulting, Sales, Marketing, Partner Programs, Digital Product Design, Investments",https://www.crunchbase.com/organization/up-strategy-lab,,0
Carlo Tassara,Carlo Tassara S.p.A. is a holding company specializing in investment management and financial services.,https://www.crunchbase.com/organization/carlo-tassara,,0
Cloudbreak Ventures,Cloudbreak Ventures operates as an venture capital firm,https://www.crunchbase.com/organization/cloudbreak-ventures,,0
Istria Capital,Istria Capital is an venture capital investment organization focusing on global investments and search funds.,https://www.crunchbase.com/organization/istria-capital,,0
Affinity Ventures,"Affinity Ventures is an angel investor syndicate focused on early-stage businesses, created by founders for founders.",https://www.crunchbase.com/organization/affinity-ventures-2fc4,,0
First Gate Invest,First Gate Invest is a investment company ivests in promising startups.,https://www.crunchbase.com/organization/first-gate-invest,,0
Newzone,Newzone is early stage venture capital investor.,https://www.crunchbase.com/organization/newzone,,0
Vatican Ventures,"A global venture capital firm based in Rome, Italy investing in Catholic-centered startups",https://www.crunchbase.com/organization/vatican-ventures,,1
Aragonese capital,Aragonese capital is a venture capital firm.,https://www.crunchbase.com/organization/aragonese-capital,,0
Urriellu Ventures,Urriellu Ventures assist new businesses in the early phases of their development.,https://www.crunchbase.com/organization/urriellu-ventures,,0
AGV - All Generation Ventures,"AGV (All Generation Ventures) is the nordic proptech platform which connects entrepreneurs, investors and stakeholders.",https://www.crunchbase.com/organization/agv-all-generation-ventures,,0
mVenturesBCN,mVenturesBcn is a new player in the field of innovation.,https://www.crunchbase.com/organization/mventuresbcn,,0
Digital Irish Venture Fund,Digital Irish Venture Fund is a fund investing in early-stage startups.,https://www.crunchbase.com/organization/digital-irish-venture-fund,,0
SCRM Barcelona,SCRM Barcelona offers growth financing to firms in the growth stage.,https://www.crunchbase.com/organization/scrm-barcelona,,0
Good Deed Education Fund,Good Deed Education Fund provides seed capital for innovative initiatives.,https://www.crunchbase.com/organization/good-deed-education-fund,,0
Cocoon Venture,"Cocoon Venture, a Dubai based Venture Capital firm, primarily focuses on making investments in early-stage Information Technology.",https://www.crunchbase.com/organization/cocoon-venture,,0
Antenna Hungária Innovációs Kft.,"Incubator, Seed Investment",https://www.crunchbase.com/organization/antenna-hungária-innovációs-kft,,0
Ajanta,Ajanta is a Finland family-owned investment company.,https://www.crunchbase.com/organization/ajanta,,0
Vereeni Investments,Vereeni Investments is a venture capital firm focused on growing early stage businesses.,https://www.crunchbase.com/organization/vereeni-investments,,0
PROEF,"Proef develops integrated solutions for the IT, Telecom, Power, Cities and Corporate sectors.",https://www.crunchbase.com/organization/proef-a6d1,,0
Malling & Co Venture,"Malling & Co provides all services within management, rental, transactions, valuations, analysis, consulting, rental search.",https://www.crunchbase.com/organization/malling-co-venture,,0
Founders Edge,Founders Edge invests in pre-seed startups.,https://www.crunchbase.com/organization/founders-edge,,0
Finacom Venture Capital,Venture capital firm focused on start-ups in the area of FinTech or Productivity tools / Teams collaboration tools,https://www.crunchbase.com/organization/finacom-venture-capital,,1
The Valley,"The Valley is a Venture Capital firm that focused on private investors, family offices, and corporation.",https://www.crunchbase.com/organization/the-valley-3e21,,0
BD Ventures,BD Ventures (BD stands for Big Deal) is a Venture Capital that was founded in 2020 in Viet Nam.,https://www.crunchbase.com/organization/bd-ventures-d568,,0
Wallstreet Group,Wallstreet is specialised in private equity investments as well as wealth management for safeguarding assets and maximizing capital growth.,https://www.crunchbase.com/organization/wallstreet-group,,0
Pertile Venture,Pertile Venture is an investment firm.,https://www.crunchbase.com/organization/pertile-venture,,0
Influence Capital,Influence Capital operates as an investment firm.,https://www.crunchbase.com/organization/influence-capital,,0
B.A Consultant,BA Group is a provider of transportation planning and engineering services to public and private organizations.,https://www.crunchbase.com/organization/b-a-consultant,,0
Maggioli Ventures,Maggioli Ventures is an investment firm.,https://www.crunchbase.com/organization/maggioli-ventures,,0
Intempo Ventures,Intempo Ventures is a Tel-Aviv-based investment office.,https://www.crunchbase.com/organization/intempo-ventures,,0
Capelin Ventures,Capelin Ventures operates as a venture capital firm.,https://www.crunchbase.com/organization/capelin-ventures,,0
DŌBRA,Impact venture studio inventing world-being solutions,https://www.crunchbase.com/organization/dóbra,,0
Tsukiyomi Group,"We specialize in the Investment, Advising, Branding and marketing of new Blockchain based technologies.",https://www.crunchbase.com/organization/tsukiyomi-group,,1
Limex Ventures,Limex Ventures operates as an investment firm.,https://www.crunchbase.com/organization/limex-ventures,,0
Derbaix Ventures,Derbaix Ventures,https://www.crunchbase.com/organization/derbaix-ventures,,0
Ørsted Ventures,"Ørsted Ventures is an early stage, patient capital fund designed to help the next generation of climate entrepreneurs.",https://www.crunchbase.com/organization/ørsted-ventures,,1
The Visionary Company & VC,"The Visionary Company & VC built companies, communities, scaled platforms and sold companies.",https://www.crunchbase.com/organization/the-visionary-company-vc,,0
Sepides Gestión,"Sepides Gestión is an investment company that supports Spanish companies in their creation, growth, and expansion.",https://www.crunchbase.com/organization/sepides-gestión,,0
Alva Ventures,Alva Ventures is an investment firm.,https://www.crunchbase.com/organization/alva-ventures,,0
StartupWorld,StartupWorld organizes a series of events to bring the domestic startup firms they represent closer together.,https://www.crunchbase.com/organization/startupworld-hungary-plc,,0
Aligned,Aligned invests from pre-seed Seed to early growth stages and does not specialize in any specific industry.,https://www.crunchbase.com/organization/aligned-ed00,,0
Chapter Válido,Chapter Válido is an investment firm.,https://www.crunchbase.com/organization/chapter-válido,,0
Grupo Boticário Ventures,Grupo Boticário Ventures is an corporate venture capital arm of Grupo Boticário.,https://www.crunchbase.com/organization/grupo-boticário-ventures,,0
Saminvest,Saminvest is a state-owned venture capital company established by the Swedish government in 2016,https://www.crunchbase.com/organization/saminvest,,0
Innoventures Capital,Innoventures Capital is an investment firm that specializes in investment and provides advice to companies.,https://www.crunchbase.com/organization/innoventures-capital,,0
Delwik Group,Delwik Group is an independent advisory and principal investment firm.,https://www.crunchbase.com/organization/delwik-group,,0
CAJU Venture Partners,Caju Venture Partners focuses on MedTech investments in the European Union.,https://www.crunchbase.com/organization/caju-venture-partners,,1
SMPI Group,"Smpi Group is a marketing and public relation company, that provides sales, marketing, startup and public relations services.",https://www.crunchbase.com/organization/smpi-group,,0
Vatne Equity,Vatne Equity is a investment firm.,https://www.crunchbase.com/organization/vatne-equity,,0
Apex VNT Ltd,Apex VNT Ltd operates as a venture capital firm.,https://www.crunchbase.com/organization/apex-vnt-ltd,,0
Race Craft,"VC, Accelerator",https://www.crunchbase.com/organization/race-craft,,0
WeChange.group,WeChange.group is Investing in projects that change things for the better.,https://www.crunchbase.com/organization/wechange-group,,0
Crane Earth VC,VCs Crane Earth is a investment firm.,https://www.crunchbase.com/organization/crane-earth-vc,,0
8+ Ventures,"8+ Ventures is a venture capital and consulting company that offers services in strategy, evaluation, business model design, and valuation.",https://www.crunchbase.com/organization/8-ventures,,0
WANDERER CAPITAL,"A VC firm based in Bratislava, Slovakia focused on early-stage investments in disruptive industries.",https://www.crunchbase.com/organization/wanderer-capital,,0
Grand River Agricultural Society,Grand River Agricultural Society is an incorporated under the Agricultural and Horticultural Societies.,https://www.crunchbase.com/organization/grand-river-agricultural-society,,0
SpaceQuest Ventures,"SpaceQuest Ventures creates, builds, and grows new ventures that impact lives.",https://www.crunchbase.com/organization/spacequest-ventures,,1
Skilpadda AS,Skilpadda AS is an investment company focusing mainly on unlisted startups specializing in technology and the megatrend digitization.,https://www.crunchbase.com/organization/skilpadda-as,,1
Foxhelm Ventures,Investing in Nordic tech companies and contributing with hands on business development and financing strategies. Seed stages.,https://www.crunchbase.com/organization/foxhelm-ventures,,0
Corporación Cervino,Corporación Cervino is a venture capital investment firm.,https://www.crunchbase.com/organization/corporación-cervino,,0
Online Venture,Leading polish venture capital firm,https://www.crunchbase.com/organization/online-venture,,0
Powerhouse Capital,Powerhouse Capital is a multi strategy alternative investment firm specializing in commercial aviation finance.,https://www.crunchbase.com/organization/powerhouse-capital,,1
MNG International Investments,MNG International Investments is a Hungarian venture capital company with private investors.,https://www.crunchbase.com/organization/mng-international-investments,,0
Nau of Innovation,"Nau of Innovation is an incubator and accelerator that provides support to entrepreneurs, start ups, and new innovative companies.",https://www.crunchbase.com/organization/nau-of-innovation,,0
Fundalogy,Transformando ideas en impacto: impulsa un futuro sostenible con Fundalogy.,https://www.crunchbase.com/organization/fundalogy,,0
Acagesta,Acagesta is an investment firm.,https://www.crunchbase.com/organization/acagesta,,0
Global Perspectives,"Global Perspectives has consulted with, developed, and provided funding for a number of top Web3 technology businesses.",https://www.crunchbase.com/organization/global-perspectives-b84f,,1
DIGITAL ASSETS,DIGITAL ASSETS is a group of next-generation crypto experts and investors that offer solutions and marketing for early-stage enterprises.,https://www.crunchbase.com/organization/digital-assets-fdf5,,1
North Venture,North Venture is a privately held investment company.,https://www.crunchbase.com/organization/north-venture,,0
Sequitur Capital Srl,"Investment Management, Venture Capital, Club deals, Scale-ups, Deep Tech",https://www.crunchbase.com/organization/sequitur-capital,,0
Afintia,is a company specialized in the search and structuring.,https://www.crunchbase.com/organization/afintia,,0
T2AB.VC,T2AB.VC operates as a venture capital firm.,https://www.crunchbase.com/organization/t2ab-vc,,0
Dala Capital,DalaCapital wants to contribute to more innovative companies being started and developed successfully in Dalarna.,https://www.crunchbase.com/organization/dala-capital,,0
Crypto Venture Capital,Crypto Venture Capital is an investment firm.,https://www.crunchbase.com/organization/crypto-venture-capital,,0
Sillever OÜ,Sillever OÜ operates as an investment firm.,https://www.crunchbase.com/organization/sillever-oü,,0
Cosima Capital,Cosima Capital is a crypto fund.,https://www.crunchbase.com/organization/cosima-capital,,1
Camfin Alternative Assets,Camfin Alternative Assets is a PE subsidiary of Camfin Group.,https://www.crunchbase.com/organization/camfin-alternative-assets,,0
Angelma-Mäkelä Oy,Angelma-Mäkelä Oy offers financial management services according to the needs of a company.,https://www.crunchbase.com/organization/angelma-makela-oy,,0
Eleventure,Eleventure is provider of gas pipeline services and gas facilities management.,https://www.crunchbase.com/organization/eleventure,,0
MTI Holding,MTI Holding invests in a wide range of companies.,https://www.crunchbase.com/organization/mti-holding,,0
Middelborg,"Middelborg is an investment company with investments in public and private equities, real estate and financial derivatives.",https://www.crunchbase.com/organization/middelborg,,0
Omorika Ventures,Omorika Ventures is an investment firm.,https://www.crunchbase.com/organization/omorika-ventures,,0
Aim High Ventures,Aim High Ventures is a group of subject matter experts from several sectors of unmanned system support and operations.,https://www.crunchbase.com/organization/aim-high-ventures,,1
IClub Ventures,Steward of your Startup,https://www.crunchbase.com/organization/iclub-ventures,,0
Anomaly Ventures,Anomaly Ventures,https://www.crunchbase.com/organization/anomaly-ventures,,0
Constellation VMS Ventures,Constellation VMS Ventures is a fund develop the next generation of large vertical market software.,https://www.crunchbase.com/organization/constellation-vms-ventures,,0
Medium Capital,Medium Capital invest in phenomenal companies.,https://www.crunchbase.com/organization/medium-capital,,0
Njord Ventures,Njord Ventures is a seed and early-stage venture capital investor.,https://www.crunchbase.com/organization/njord-ventures,,0
Symfonie Capital,Symfonie Capital brings together a multinational team of specialists in finance and investment management.,https://www.crunchbase.com/organization/symfonie-capital,,0
Alimentos Ventures,"Alimentos Ventures is a venture capital firm investing in innovation in aquaculture feed, health, genetics, and technology.",https://www.crunchbase.com/organization/alimentos-ventures,,1
BID Capital,BID Capital is an investment fund that are into venture and growth capital.,https://www.crunchbase.com/organization/bid-capital-e705,,0
RedInvest,RedInvest is a company that provides investment advice and stock market solutions to its clients.,https://www.crunchbase.com/organization/redinvest,,0
Tillväxtkassan II,The venture capital company formed in 2010.,https://www.crunchbase.com/organization/tillväxtkassan-ii,,0
Generali Horizon,Generali Horizon B.V. operates as a subsidiary of Generali Worldwide Insurance Company Ltd.,https://www.crunchbase.com/organization/generali-horizon,,0
Regain Ventures,Regain Ventures is the one of the most reputable investment firm.,https://www.crunchbase.com/organization/regain-ventures,,0
Barolo Investment Partners,Barolo Investment Partners is an investment firm.,https://www.crunchbase.com/organization/barolo-investment-partners,,0
The Liquid Factory,The Liquid Factory is a startup studio aiming to bridge European technological innovation with Silicon Valley.,https://www.crunchbase.com/organization/the-liquid-factory,,0
Milla Investment AS,"Hedquartered in Oslo, Norway, with investments in a range of different companies.",https://www.crunchbase.com/organization/milla-investment-as,,0
Panda Venture Capital,Panda Venture Capital is an investment Firm.,https://www.crunchbase.com/organization/panda-venture-capital,,0
Invergy,Invergy is a company that invests in spin-offs and start-ups in the education and ICT sectors that are linked to the UOCs areas of expertise,https://www.crunchbase.com/organization/invergy,,0
MetaVenture Holding,MetaVenture Holding is an investment company.,https://www.crunchbase.com/organization/metaventure-holding,,0
Impulse Generator Fund,Impulse Generator Fund is a type of venture capital funding that provides both technical skills and growth support to startups.,https://www.crunchbase.com/organization/impulse-generator-fund,,0
Kitikat Metaventures,Kitikat Metaventures is on a mission to accelerate the growth of Metaverse.,https://www.crunchbase.com/organization/kitikat-metaventures,,1
Praxi,CVC of Italian Corp,https://www.crunchbase.com/organization/praxi-fc03,,0
Fundacion Entrecanales Venture Capital,Fundacion Entrecanales Venture Capital aims to promote the economic development of Spanish society through innovation and entrepreneurship.,https://www.crunchbase.com/organization/fundacion-entrecanales-venture-capital,,0
50TresDigital,50tresdigital is an investment company that offers funding opportunities to seed and development capital digital companies.,https://www.crunchbase.com/organization/50tresdigital,,0
Diamond Atlas Capital Limited,"Diamond Atlas is dedicated to guiding the development of Web 3.0 and decentralized finance to create intrinsic, sustainable value.",https://www.crunchbase.com/organization/diamond-atlas-capital-limited,,1
BENE Asia Capital,BENE Asia Capital are specialists in technology and service for new generation.,https://www.crunchbase.com/organization/bene-asia-capital,,0
The WBAF Fund,The WBAF Angel Investment Fund is designed to capitalize on entrepreneurial activity and venture financing for startups and scaleups.,https://www.crunchbase.com/organization/the-wbaf-fund,,0
Inbox Ventures,Inbox Ventures,https://www.crunchbase.com/organization/inbox-ventures,,0
Homu Health Ventures,"Homu Health Ventures is an incubator, venture capitalist, and accelerator for biomedical firms.",https://www.crunchbase.com/organization/homu-health-ventures,,1
Haga Ventures,Haga Ventures is a investment firm.,https://www.crunchbase.com/organization/haga-ventures,,0
Sidinvest,Sidinvest is an investment management company that offers investment consultation for individuals and organizations.,https://www.crunchbase.com/organization/sidinvest,,0
Sara Digital Ventures,Private Investment Company,https://www.crunchbase.com/organization/sara-digital-ventures,,0
Prep4Seed,Prep4Seed is a program that prepares start-ups for seed investment and investor pitches.,https://www.crunchbase.com/organization/prep4seed,,0
PJ & PL Invest,An investment company run by Robin Olsen and Pontus Jansson.,https://www.crunchbase.com/organization/pj-pl-invest,,0
Osito Ventures,"Osito Ventures specializes in pre-seed, seed rounds, and syndicate investments.",https://www.crunchbase.com/organization/osito-ventures,,0
Visive Capital,Visive Capital is a venture capital investment firm.,https://www.crunchbase.com/organization/visive-capital,,0
Bamboo Venture Capital,Bamboo Venture Capital is an investment firm.,https://www.crunchbase.com/organization/bamboo-venture-capital,,0
Digital Five Investment,Digital Five Investment is an investment firm.,https://www.crunchbase.com/organization/digital-five-investment,,0
HFL holdings,HFL Holding Company invests in profitable ventures that offer recreational possibilities and delightful experiences.,https://www.crunchbase.com/organization/hfl-holdings,,0
Spartacus Capital,Spartacus Capital is a venture capital firm that specializes in investment management.,https://www.crunchbase.com/organization/spartacus-capital,,0
Manent Ventures,"Manent Ventures is an investment project investing for digital, technological, legal, and other fields.",https://www.crunchbase.com/organization/manent-ventures,,0
AINS Ventures,AINS Ventures is an investment firm.,https://www.crunchbase.com/organization/ains-ventures,,0
B-yond Ventures,"We offer capital at early stage, expertise and our network to help you grow",https://www.crunchbase.com/organization/b-yond-ventures,,0
JRV Holding,JRV Holdings is an independent venture capital firm that focuses on long-term investments in early and growth stage firms.,https://www.crunchbase.com/organization/jrv-holding,,0
Seven Roots,Seven Roots is a venture capital firm with its own investment and management model.,https://www.crunchbase.com/organization/seven-roots,,0
Bitcoin Genesys Ventures,Bitcoin Genesys Ventures is an investment firm.,https://www.crunchbase.com/organization/bitcoin-genesys-ventures,,0
Araelec,"Araelec is supplier of electrical material, specialists in automation.",https://www.crunchbase.com/organization/araelec-d9f2,,0
Halland Invest,Halland Invest invests in companies and have potential for growth but are not yet ready for traditional venture capital firms.,https://www.crunchbase.com/organization/halland-invest,,0
Viremidos investicijos,Family Wealth Holding Co.,https://www.crunchbase.com/organization/viremidos-investicijos-3857,,0
Obos VC,Obos VC is a venture capital fund.,https://www.crunchbase.com/organization/obos-vc,,0
Mission VC,Mission VC is a venture capital firm.,https://www.crunchbase.com/organization/mission-vc,,0
Dragon Invest,Dragon Invest is an investment arm of SVT show Draknöstet.,https://www.crunchbase.com/organization/dragon-invest,,0
Druid Capital Ltd,Venture Capital and Private Equity Principals,https://www.crunchbase.com/organization/druid-capital-ltd,,0
Byggmax Green Ventures,Byggmax Green Ventures is a byggmax's initiative to create climate benefits by investing in companies that manufacture circular products.,https://www.crunchbase.com/organization/byggmax-green-ventures,,1
i3Charter,i3Charter is a venture capital firm.,https://www.crunchbase.com/organization/i3charter,,0
Grimpeur Holdings,Grimpeur Holdings is a venture capital investment firm.,https://www.crunchbase.com/organization/grimpeur-holdings,,0
Redgert Group,Redgert Group is a venture capital investment firm.,https://www.crunchbase.com/organization/redgert-group,,0
Monarque Funds,"Regulated Investment Fund Manager – Lisbon, Portugal",https://www.crunchbase.com/organization/monarque-funds,,0
Lionline Capital,Lionline Capital is a venture capital investment firm.,https://www.crunchbase.com/organization/lionline-capital,,0
GV Capital,GV Capital is a organization that specializes in Investment opportunities.,https://www.crunchbase.com/organization/gv-capital,,0
GAEU Consulting,GAEU Consulting helps companies obtain public funding aimed at the development of disruptive innovations and their commercialization.,https://www.crunchbase.com/organization/gaeu-consulting,,0
AngCell Ventures,AngCell Ventures is a venture capital investment firm.,https://www.crunchbase.com/organization/angcell-ventures,,0
Bamboo Group OÜ,Group of IT companies,https://www.crunchbase.com/organization/bamboo-group-oü,,0
Techtree Investments,Techtree Investments operates as an investment firm.,https://www.crunchbase.com/organization/techtree-investments,,0
Alfaro & Partners,Alfaro & Partners,https://www.crunchbase.com/organization/alfaro-partners,,0
Solarpunk Ventures,Solarpunk Ventures operates as a venture capital firm.,https://www.crunchbase.com/organization/solarpunk-ventures,,0
Spoti angels,Spoti angels invest in early stage start-ups.,https://www.crunchbase.com/organization/spoti-angels,,0
ModulEnergy OÜ,ModulEnergy OÜ operates as an investment firm.,https://www.crunchbase.com/organization/modulenergy-oü,,0
Brigantia Capital,Brigantia Capital is a profit-with-purpose investment firm that provides scale-up financing to premier UK climate technology startups.,https://www.crunchbase.com/organization/brigantia-capital,,1
Saue 3K Capital,Saue 3K Capital,https://www.crunchbase.com/organization/saue-3k-capital,,0
Ocean Pond Ventures,Ocean Pond Ventures is a venture capital firm.,https://www.crunchbase.com/organization/ocean-pond-ventures,,0
Fyrin,Fyrin is a network of investors and business developers located in Northern Norway.,https://www.crunchbase.com/organization/fyrin,,0
SLU Holding AB,SLU Holding will help you utilize your research to make a difference to society.,https://www.crunchbase.com/organization/slu-holding-ab,,0
Finalca,Finalca is an Investment Company.,https://www.crunchbase.com/organization/finalca,,0
AXIS,AXIS is a venture capital subsidiary of the ICO Group.,https://www.crunchbase.com/organization/axis-72c3,,0
Pluupi Ventures Oy - Seppo Kolari,Automotive industry software development,https://www.crunchbase.com/organization/pluupi-ventures-oy-seppo-kolari,,1
Spicy Ventures,Spicy Ventures is an investment firm that helps founders and startups grow through targeted tech-for-equity relationships.,https://www.crunchbase.com/organization/spicy-ventures,,0
Blommenholm Industrier,"Blommenholm Industrier is a finance company that focuses on investments, holding shares in schibsted and adevinta.",https://www.crunchbase.com/organization/blommenholm-industrier,,0
Onset Capital,Onset Capital is a venture capital firm.,https://www.crunchbase.com/organization/onset-capital,,0
ImCap Finland,ImCap Finland,https://www.crunchbase.com/organization/imcap-finland,,0
D2 Digital Venture,D2 Digital Venture is a venture company providing opportunities to invest in disruptive digital projects around the world.,https://www.crunchbase.com/organization/d2-digital-venture,,0
Arctic Investment Group,Arctic Investment Group is a northern Norwegian investment company,https://www.crunchbase.com/organization/arctic-investment-group,,0
Hansa Group,Hansa Group is a capital-based group of companies operating in the Baltic States.,https://www.crunchbase.com/organization/hansa-group,,0
DefCAP OÜ,DefCAP OÜ operates as an investment firm.,https://www.crunchbase.com/organization/defcap-oü,,0
Value Create Ventures,Value Create Ventures is the investment arm of Value Create.,https://www.crunchbase.com/organization/value-create-ventures,,0
ATM Venture Capital,ATM Venture Capital is invest in SaaS-companies in early stages.,https://www.crunchbase.com/organization/atm-capital-cc18,,0
Bejo Ventures,A Venture capital firm.,https://www.crunchbase.com/organization/bejo-ventures,,0
Piemontech,Piemontech is a venture capital firm invests with seed capital in the most promising Piedmont-based companies.,https://www.crunchbase.com/organization/piemontech,,0
YOBU CAPITAL VENTURES,VENTURE CAPITAL,https://www.crunchbase.com/organization/yobu-capital-ventures,,0
VC Partners SGR,VC Partners SGR invests in consumer-facing digital ventures and technology-driven enabling platforms.,https://www.crunchbase.com/organization/vc-partners-sgr,,0
Miller Invest,Support for Start-up projects and business,https://www.crunchbase.com/organization/miller-invest,,0
Famara Ventures,Famara Ventures,https://www.crunchbase.com/organization/famara-ventures,,0
BSH Startup Kitchen,BSH Startup Kitchen is a venture client division of BSH Home Appliances Group that promotes investment in home appliances startups.,https://www.crunchbase.com/organization/bsh-startup-kitchen,,1
Zoiros Ventures,Zoiros Ventures is a venture capital firm based in Budapest.,https://www.crunchbase.com/organization/zoiros-ventures,,0
Mover Investimenti,Mover Investimenti,https://www.crunchbase.com/organization/mover-investimenti,,0
Syda Ventures,Syda Ventures focuses on investing in pre-seed and seed stage startups.,https://www.crunchbase.com/organization/syda-ventures,,0
Emmergia,"Emmergia provides funding, private equity, IPO, and mergers and acquisition services to small and medium enterprises.",https://www.crunchbase.com/organization/emmergia,,0
First Partners Holding 5,First Partners Holding 5 is a investment firm.,https://www.crunchbase.com/organization/first-partners-holding-5,,0
Bitorijins Ventures,Bitorijins Ventures operates as an investment firm.,https://www.crunchbase.com/organization/bitorijins-ventures,,0
REZIA.CAPITAL,At REZIA CAPITAL we invest and create boutique projects that reduce friction at scale in a differential way and with strategic execution.,https://www.crunchbase.com/organization/rezia-capital,,0
Biocant Ventures,Biocant Ventures is a business angel that invests in seed stage life sciences projects.,https://www.crunchbase.com/organization/biocant-ventures,,1
Grands Vignobles en Mediterranee,Grands Vignobles en Mediterranee is an investment firm.,https://www.crunchbase.com/organization/grands-vignobles-en-mediterranee,,0
FD Growth Capital,FD Growth Capital is an investment firm.,https://www.crunchbase.com/organization/fd-growth-capital,,0
Roma Ventures,Roma Ventures providing retail space to many companies.,https://www.crunchbase.com/organization/roma-ventures,,0
Top5 Partners,Top5 Partners is a firm that are into investment.,https://www.crunchbase.com/organization/top5-partners,,0
Three51 - Teamplay Ventures,Three51 is a venture builder that specializes in startup and corporate co-creation.,https://www.crunchbase.com/organization/three51-teamplay-ventures,,0
Capacity VC,Capacity VC operates as an investment firm.,https://www.crunchbase.com/organization/capacity-vc,,0
Jacobo UG,Jacobo UG is the the private German investor .,https://www.crunchbase.com/organization/jacobo-ug,,0
Sidkap,Sidkap build companies from idea to reality working together with entrepreneurs. Sidkap invests in companies with strong and unique teams,https://www.crunchbase.com/organization/sidkap,,0
Teqventures Scandinavia AB,Teqventures Scandinavia AB,https://www.crunchbase.com/organization/teqventures-scandinavia-ab,,0
Ivanka Capital,Professional investments firm focusing on early-stage B2B/SaaS startups with international expansion potential,https://www.crunchbase.com/organization/ivanka-capital,,0
Jellyfish Invest,Jellyfish Invest is an investment firm that provide funding to growth and sustainable firm in health and software.,https://www.crunchbase.com/organization/jellyfish-invest-2b7c,,1
Camelus,Camelus,https://www.crunchbase.com/organization/camelus,,0
Bitsick OÜ,Bitsick OÜ operates as an investment firm.,https://www.crunchbase.com/organization/bitsick-oü,,0
CypherVenture,CypherVenture is a venture capital firm.,https://www.crunchbase.com/organization/cypherventure,,0
Objekt Venture,Oslo-based venture capital firm focusing on UNs Sustainable Development Goals,https://www.crunchbase.com/organization/objekt-venture,,1
Wingz Capital,Wingz Capital is an investment management firm that specializes on private equity and venture capital funds.,https://www.crunchbase.com/organization/wingz-capital,,0
Trind Investments,Trind Investments,https://www.crunchbase.com/organization/trind-investments,,0
Franzolin Michelon family,Franzolin Michelon family is a family investment firm.,https://www.crunchbase.com/organization/franzolin-michelon-family,,0
The Inner Foudation,The Inner Foudation,https://www.crunchbase.com/organization/the-inner-foudation,,0
Sunbar Capital,Sunbar Capital is a venture capital investment firm.,https://www.crunchbase.com/organization/sunbar-capital,,0
SEED CDC,Vehiculo inversor enfocado en la fase inicial de proyectos de base tecnológica e innovadora con alto potencial de crecimiento.,https://www.crunchbase.com/organization/seed-cdc,,0
Ideable Venture,Ideable Venture is an innovative investment model for seed- and early stage invesments and which utilizes functionalities of this webportal.,https://www.crunchbase.com/organization/ideable-venture-fund,,0
Kingston Ventures,Spanish private investment fund,https://www.crunchbase.com/organization/kingston-ventures,,0
The Bonte Family Fund,"The Bonte Family Fund is a financial organization. Nothing is publicly known about the organization. If you have more information, please",https://www.crunchbase.com/organization/the-bonte-family-fund,,0
Rävberget Venture Capital AB,Venture Capital,https://www.crunchbase.com/organization/rävberget-venture-capital-ab,,0
YOBU CAPITAL VENTURES SL,VENTURE CAPITAL,https://www.crunchbase.com/organization/yobu-capital-ventures-sl,,0
MobilityXlab,MobilityXlab is the innovation platform for startups targeting the automotive industry,https://www.crunchbase.com/organization/mobilityxlab,,1
Marketer Equities,Growth investment vehicle of Marketer,https://www.crunchbase.com/organization/marketer-equities,,0
Bevus Capital,Bevus Capital,https://www.crunchbase.com/organization/bevus-capital,,0
AB Segulah,AB Segulah is an investment firm that grows small companies across sectors with entrepreneurs and industry experts.,https://www.crunchbase.com/organization/ab-segulah,,0
Clashrock Capital,"Clashrock Capital works with a core group of three Irish co-investors, each a successful entrepreneur.",https://www.crunchbase.com/organization/clashrock-capital,,0
finetwork sl,telecomunication company,https://www.crunchbase.com/organization/finetwork-sl,,0
My.Games Venture Capital,My.Games Venture Capital is the investment division of MY.GAMES.,https://www.crunchbase.com/organization/my-games-venture-capital,,0
Lumen Ventures,Lumen Ventures is a venture capital firm that focuses on early-stage investments.,https://www.crunchbase.com/organization/lumen-ventures-d86e,,0
Centrality,Centrality is developing a peer-to-peer blockchain marketplace,https://www.crunchbase.com/organization/centrality,,1
Backstage AB,Backstage is a family owned and financed venture capital firm primarily investing in unlisted Scandinavian entrepreneurial companies.,https://www.crunchbase.com/organization/backstage-ab,,0
World AI Venture Capital,World AI Venture Capital is a venture firm that focuses on driving artificial intelligence innovation.,https://www.crunchbase.com/organization/world-ai-venture-capital,,1
Broadhaven Ventures,Broadhaven Ventures is an investment firm that invests in fintech companies.,https://www.crunchbase.com/organization/broadhaven-ventures,,1
Cysero,Cysero is a venture capital fund focused on the robotics and cybersecurity sectors.,https://www.crunchbase.com/organization/cysero,,1
Capital A Partners,Capital A Partners is a venture capital fund that invests in tech startups between the U.S. and the Nordics.,https://www.crunchbase.com/organization/capital-a-partners,,0
